STALPBR,YEAR,DEPSUMBR,ASSET,CERT,ID
MI,1994,18289,392294,12897,1994_12897_8
MI,1994,37007,49527,12899,1994_12899_0
MI,1994,4662,49527,12899,1994_12899_1
MI,1994,2903,49527,12899,1994_12899_2
MI,1994,131791,402248,12906,1994_12906_0
MI,1994,19380,402248,12906,1994_12906_10
MI,1994,4795,402248,12906,1994_12906_11
MI,1994,0,402248,12906,1994_12906_12
MI,1994,18432,402248,12906,1994_12906_13
MI,1994,22175,402248,12906,1994_12906_14
MI,1994,32918,402248,12906,1994_12906_16
MI,1994,13515,402248,12906,1994_12906_17
MI,1994,6289,402248,12906,1994_12906_196
MI,1994,14471,402248,12906,1994_12906_3
MI,1994,37676,402248,12906,1994_12906_4
MI,1994,9498,402248,12906,1994_12906_5
MI,1994,29753,402248,12906,1994_12906_6
MI,1994,91638,313691,12909,1994_12909_0
MI,1994,18804,313691,12909,1994_12909_1
MI,1994,5242,313691,12909,1994_12909_15
MI,1994,0,313691,12909,1994_12909_16
MI,1994,60086,313691,12909,1994_12909_17
MI,1994,13219,313691,12909,1994_12909_18
MI,1994,11540,313691,12909,1994_12909_19
MI,1994,14324,313691,12909,1994_12909_2
MI,1994,17089,313691,12909,1994_12909_4
MI,1994,25063,313691,12909,1994_12909_7
MI,1994,20313,313691,12909,1994_12909_8
AR,1994,32458,105893,1290,1994_1290_0
AR,1994,719,105893,1290,1994_1290_1
AR,1994,1778,105893,1290,1994_1290_2
AR,1994,9097,105893,1290,1994_1290_3
AR,1994,2209,105893,1290,1994_1290_4
AR,1994,36214,105893,1290,1994_1290_5
AR,1994,12643,105893,1290,1994_1290_6
MI,1994,210550,864097,12911,1994_12911_0
MI,1994,34086,864097,12911,1994_12911_1
MI,1994,32818,864097,12911,1994_12911_10
MI,1994,32058,864097,12911,1994_12911_11
MI,1994,13424,864097,12911,1994_12911_12
MI,1994,37018,864097,12911,1994_12911_13
MI,1994,26234,864097,12911,1994_12911_14
MI,1994,8368,864097,12911,1994_12911_15
MI,1994,39434,864097,12911,1994_12911_16
MI,1994,9724,864097,12911,1994_12911_18
MI,1994,48236,864097,12911,1994_12911_2
MI,1994,15112,864097,12911,1994_12911_20
MI,1994,26898,864097,12911,1994_12911_21
MI,1994,29753,864097,12911,1994_12911_22
MI,1994,1782,864097,12911,1994_12911_23
MI,1994,23209,864097,12911,1994_12911_24
MI,1994,11005,864097,12911,1994_12911_25
MI,1994,1463,864097,12911,1994_12911_26
MI,1994,23398,864097,12911,1994_12911_27
MI,1994,504,864097,12911,1994_12911_28
MI,1994,726,864097,12911,1994_12911_29
MI,1994,37475,864097,12911,1994_12911_4
MI,1994,66766,864097,12911,1994_12911_7
MI,1994,37441,864097,12911,1994_12911_8
MI,1994,18187,864097,12911,1994_12911_9
MN,1994,87597,132592,12915,1994_12915_0
MN,1994,19483,132592,12915,1994_12915_1
MN,1994,79360,122627,12917,1994_12917_0
MN,1994,16685,122627,12917,1994_12917_2
MN,1994,42693,57586,12918,1994_12918_0
MN,1994,89957,106337,12919,1994_12919_0
AR,1994,193189,216017,1291,1994_1291_0
AR,1994,0,216017,1291,1994_1291_1
AR,1994,0,216017,1291,1994_1291_2
MN,1994,8021,16332,12920,1994_12920_0
MN,1994,6575,16332,12920,1994_12920_1
MN,1994,34894,39903,12921,1994_12921_0
MN,1994,17412,18753,12922,1994_12922_0
MN,1994,100728,215462,12923,1994_12923_0
MN,1994,20615,215462,12923,1994_12923_1
MN,1994,9840,215462,12923,1994_12923_2
MN,1994,25383,215462,12923,1994_12923_3
MN,1994,20009,215462,12923,1994_12923_4
AR,1994,77827,125328,1292,1994_1292_0
AR,1994,8864,125328,1292,1994_1292_2
AR,1994,18952,125328,1292,1994_1292_3
AR,1994,5593,125328,1292,1994_1292_4
NY,1994,51862,115904,12936,1994_12936_0
NY,1994,13829,115904,12936,1994_12936_1
NY,1994,15151,115904,12936,1994_12936_2
NY,1994,9089,115904,12936,1994_12936_3
NY,1994,7220,115904,12936,1994_12936_4
NY,1994,5892,115904,12936,1994_12936_5
NY,1994,39154,43510,12940,1994_12940_0
NY,1994,54344,144253,12944,1994_12944_0
NY,1994,35128,144253,12944,1994_12944_1
NY,1994,32758,144253,12944,1994_12944_2
AR,1994,53392,111965,1294,1994_1294_0
AR,1994,36482,111965,1294,1994_1294_1
AR,1994,9717,111965,1294,1994_1294_2
NY,1994,11885,52094,12956,1994_12956_0
NY,1994,35076,52094,12956,1994_12956_1
NY,1994,28880,82912,12959,1994_12959_0
NY,1994,11660,82912,12959,1994_12959_1
NY,1994,11413,82912,12959,1994_12959_2
NY,1994,22566,82912,12959,1994_12959_3
AR,1994,17519,19012,1295,1994_1295_0
OH,1994,35850,73199,12969,1994_12969_0
OH,1994,18790,73199,12969,1994_12969_1
OH,1994,0,73199,12969,1994_12969_2
OH,1994,11547,73199,12969,1994_12969_3
AR,1994,84398,105263,1296,1994_1296_0
AR,1994,0,105263,1296,1994_1296_1
AR,1994,0,105263,1296,1994_1296_2
AR,1994,0,105263,1296,1994_1296_3
AR,1994,0,105263,1296,1994_1296_4
OH,1994,41935,69095,12978,1994_12978_0
OH,1994,20967,69095,12978,1994_12978_1
OH,1994,23949,30604,12980,1994_12980_0
OH,1994,117385,250312,12982,1994_12982_0
OH,1994,50597,250312,12982,1994_12982_1
OH,1994,34406,250312,12982,1994_12982_3
PA,1994,79612,156301,12984,1994_12984_0
PA,1994,65636,156301,12984,1994_12984_1
PA,1994,40934,45414,12985,1994_12985_0
PA,1994,94896,287874,12986,1994_12986_0
PA,1994,44730,287874,12986,1994_12986_1
PA,1994,4123,287874,12986,1994_12986_10
PA,1994,1470,287874,12986,1994_12986_11
PA,1994,24004,287874,12986,1994_12986_3
PA,1994,17902,287874,12986,1994_12986_4
PA,1994,11337,287874,12986,1994_12986_5
PA,1994,14426,287874,12986,1994_12986_6
PA,1994,3379,287874,12986,1994_12986_7
PA,1994,20219,287874,12986,1994_12986_8
PA,1994,7017,287874,12986,1994_12986_9
PA,1994,58106,66935,12987,1994_12987_0
PA,1994,30549,38356,12988,1994_12988_0
AR,1994,21423,30417,1298,1994_1298_0
PA,1994,131112,575153,12995,1994_12995_0
PA,1994,33137,575153,12995,1994_12995_1
PA,1994,14573,575153,12995,1994_12995_10
PA,1994,25566,575153,12995,1994_12995_11
PA,1994,15158,575153,12995,1994_12995_12
PA,1994,0,575153,12995,1994_12995_13
PA,1994,4272,575153,12995,1994_12995_14
PA,1994,4817,575153,12995,1994_12995_15
PA,1994,1577,575153,12995,1994_12995_16
PA,1994,42316,575153,12995,1994_12995_2
PA,1994,62484,575153,12995,1994_12995_3
PA,1994,18178,575153,12995,1994_12995_4
PA,1994,26067,575153,12995,1994_12995_5
PA,1994,14146,575153,12995,1994_12995_6
PA,1994,28884,575153,12995,1994_12995_7
PA,1994,16109,575153,12995,1994_12995_8
PA,1994,38657,575153,12995,1994_12995_9
AR,1994,15744,17292,1299,1994_1299_0
TX,1994,45625,51180,13000,1994_13000_0
TX,1994,0,51180,13000,1994_13000_1
TX,1994,60833,66904,13006,1994_13006_0
TX,1994,0,66904,13006,1994_13006_1
VA,1994,33158,40365,13011,1994_13011_0
WV,1994,111939,452617,13012,1994_13012_0
WV,1994,0,452617,13012,1994_13012_1
WV,1994,8419,452617,13012,1994_13012_10
WV,1994,0,452617,13012,1994_13012_12
WV,1994,13515,452617,13012,1994_13012_14
WV,1994,7006,452617,13012,1994_13012_15
WV,1994,57171,452617,13012,1994_13012_16
WV,1994,15256,452617,13012,1994_13012_17
WV,1994,4015,452617,13012,1994_13012_2
WV,1994,49744,452617,13012,1994_13012_3
WV,1994,98,452617,13012,1994_13012_4
WV,1994,7419,452617,13012,1994_13012_5
WV,1994,42710,452617,13012,1994_13012_6
WV,1994,5174,452617,13012,1994_13012_7
WV,1994,12781,452617,13012,1994_13012_8
WV,1994,36892,452617,13012,1994_13012_9
WV,1994,25151,30696,13017,1994_13017_0
WV,1994,24218,31079,13018,1994_13018_0
WV,1994,3899,31079,13018,1994_13018_1
WV,1994,37913,42680,13020,1994_13020_0
WI,1994,13809,23509,13022,1994_13022_0
WI,1994,2762,23509,13022,1994_13022_1
WI,1994,4674,23509,13022,1994_13022_2
WI,1994,28833,33545,13023,1994_13023_0
WI,1994,46007,65939,13025,1994_13025_0
WI,1994,6419,65939,13025,1994_13025_1
WI,1994,6391,65939,13025,1994_13025_2
WI,1994,79760,120199,13028,1994_13028_0
WI,1994,413,120199,13028,1994_13028_1
WI,1994,11929,120199,13028,1994_13028_2
WI,1994,14420,120199,13028,1994_13028_3
WI,1994,969,120199,13028,1994_13028_4
WI,1994,723,120199,13028,1994_13028_7
WI,1994,1745,120199,13028,1994_13028_8
WI,1994,802,120199,13028,1994_13028_9
WI,1994,53672,75283,13029,1994_13029_0
WI,1994,0,75283,13029,1994_13029_1
WI,1994,4234,75283,13029,1994_13029_2
WI,1994,2858,75283,13029,1994_13029_3
WI,1994,2235,75283,13029,1994_13029_4
WI,1994,15622,17739,13030,1994_13030_0
WI,1994,11342,12583,13032,1994_13032_0
WI,1994,66623,79938,13033,1994_13033_0
WI,1994,334,79938,13033,1994_13033_1
WI,1994,2070,79938,13033,1994_13033_2
WI,1994,102227,152137,13036,1994_13036_0
WI,1994,6864,152137,13036,1994_13036_2
WI,1994,4009,152137,13036,1994_13036_4
WI,1994,6177,152137,13036,1994_13036_5
WI,1994,139263,877891,13041,1994_13041_0
WI,1994,23080,877891,13041,1994_13041_1
WI,1994,60611,877891,13041,1994_13041_13
WI,1994,0,877891,13041,1994_13041_17
WI,1994,0,877891,13041,1994_13041_18
WI,1994,17762,877891,13041,1994_13041_20
WI,1994,103165,877891,13041,1994_13041_21
WI,1994,0,877891,13041,1994_13041_22
WI,1994,0,877891,13041,1994_13041_24
WI,1994,3559,877891,13041,1994_13041_25
WI,1994,106764,877891,13041,1994_13041_26
WI,1994,0,877891,13041,1994_13041_27
WI,1994,8336,877891,13041,1994_13041_28
WI,1994,37207,877891,13041,1994_13041_29
WI,1994,46693,877891,13041,1994_13041_30
WI,1994,3758,877891,13041,1994_13041_31
WI,1994,22523,877891,13041,1994_13041_32
WI,1994,68371,877891,13041,1994_13041_33
WI,1994,0,877891,13041,1994_13041_5
WI,1994,60513,877891,13041,1994_13041_6
WI,1994,157483,672828,13042,1994_13042_0
WI,1994,10374,672828,13042,1994_13042_10
WI,1994,20053,672828,13042,1994_13042_3
WI,1994,33685,672828,13042,1994_13042_4
WI,1994,7581,672828,13042,1994_13042_5
WI,1994,263153,672828,13042,1994_13042_6
WI,1994,0,672828,13042,1994_13042_7
WI,1994,29235,672828,13042,1994_13042_8
WI,1994,20577,672828,13042,1994_13042_9
WI,1994,10026,11989,13045,1994_13045_0
WI,1994,68913,83648,13046,1994_13046_0
WI,1994,5663,83648,13046,1994_13046_1
WI,1994,0,83648,13046,1994_13046_2
WI,1994,31590,36297,13047,1994_13047_0
CA,1994,85395,1897762,1304,1994_1304_0
CA,1994,8942,1897762,1304,1994_1304_1
CA,1994,83268,1897762,1304,1994_1304_10
CA,1994,15996,1897762,1304,1994_1304_11
CA,1994,40900,1897762,1304,1994_1304_13
CA,1994,24096,1897762,1304,1994_1304_14
CA,1994,22875,1897762,1304,1994_1304_15
CA,1994,16187,1897762,1304,1994_1304_16
CA,1994,20940,1897762,1304,1994_1304_17
CA,1994,30894,1897762,1304,1994_1304_18
CA,1994,16732,1897762,1304,1994_1304_19
CA,1994,8770,1897762,1304,1994_1304_2
CA,1994,19203,1897762,1304,1994_1304_20
CA,1994,13939,1897762,1304,1994_1304_21
CA,1994,18416,1897762,1304,1994_1304_22
CA,1994,15172,1897762,1304,1994_1304_23
CA,1994,30684,1897762,1304,1994_1304_24
CA,1994,15437,1897762,1304,1994_1304_25
CA,1994,17486,1897762,1304,1994_1304_26
CA,1994,18029,1897762,1304,1994_1304_27
CA,1994,12096,1897762,1304,1994_1304_28
CA,1994,11651,1897762,1304,1994_1304_29
CA,1994,59815,1897762,1304,1994_1304_3
CA,1994,10379,1897762,1304,1994_1304_31
CA,1994,16019,1897762,1304,1994_1304_32
CA,1994,11798,1897762,1304,1994_1304_34
CA,1994,8626,1897762,1304,1994_1304_35
CA,1994,37671,1897762,1304,1994_1304_37
CA,1994,12984,1897762,1304,1994_1304_38
CA,1994,11200,1897762,1304,1994_1304_39
CA,1994,19276,1897762,1304,1994_1304_4
CA,1994,16923,1897762,1304,1994_1304_40
CA,1994,8718,1897762,1304,1994_1304_41
CA,1994,17904,1897762,1304,1994_1304_43
CA,1994,16820,1897762,1304,1994_1304_44
CA,1994,0,1897762,1304,1994_1304_45
CA,1994,21581,1897762,1304,1994_1304_48
CA,1994,20569,1897762,1304,1994_1304_49
CA,1994,18949,1897762,1304,1994_1304_5
CA,1994,14041,1897762,1304,1994_1304_50
CA,1994,0,1897762,1304,1994_1304_52
CA,1994,0,1897762,1304,1994_1304_53
CA,1994,15819,1897762,1304,1994_1304_55
CA,1994,13538,1897762,1304,1994_1304_56
CA,1994,0,1897762,1304,1994_1304_57
CA,1994,23265,1897762,1304,1994_1304_6
CA,1994,35683,1897762,1304,1994_1304_62
CA,1994,22877,1897762,1304,1994_1304_63
CA,1994,18463,1897762,1304,1994_1304_64
CA,1994,16272,1897762,1304,1994_1304_65
CA,1994,35566,1897762,1304,1994_1304_66
CA,1994,9298,1897762,1304,1994_1304_67
CA,1994,83424,1897762,1304,1994_1304_68
CA,1994,8532,1897762,1304,1994_1304_69
CA,1994,8228,1897762,1304,1994_1304_70
CA,1994,17661,1897762,1304,1994_1304_71
CA,1994,11553,1897762,1304,1994_1304_72
CA,1994,45144,1897762,1304,1994_1304_73
CA,1994,41215,1897762,1304,1994_1304_74
CA,1994,38905,1897762,1304,1994_1304_75
CA,1994,7181,1897762,1304,1994_1304_76
CA,1994,34494,1897762,1304,1994_1304_77
CA,1994,61104,1897762,1304,1994_1304_78
CA,1994,42234,1897762,1304,1994_1304_79
CA,1994,51418,1897762,1304,1994_1304_80
CA,1994,25755,1897762,1304,1994_1304_81
CA,1994,9618,1897762,1304,1994_1304_82
CA,1994,55973,1897762,1304,1994_1304_83
CA,1994,0,1897762,1304,1994_1304_84
WI,1994,52232,59179,13052,1994_13052_0
WI,1994,14956,19119,13054,1994_13054_0
WI,1994,2285,19119,13054,1994_13054_1
WI,1994,100470,173238,13055,1994_13055_0
WI,1994,35246,173238,13055,1994_13055_1
WI,1994,11761,173238,13055,1994_13055_2
WI,1994,9097,173238,13055,1994_13055_3
WI,1994,714,173238,13055,1994_13055_4
WI,1994,13297,18618,13058,1994_13058_0
WI,1994,3627,18618,13058,1994_13058_1
WI,1994,35271,60216,13060,1994_13060_0
WI,1994,13853,60216,13060,1994_13060_1
WI,1994,615,60216,13060,1994_13060_2
WI,1994,3319,60216,13060,1994_13060_3
WI,1994,62,60216,13060,1994_13060_4
ME,1994,64238,188007,13063,1994_13063_0
ME,1994,34918,188007,13063,1994_13063_1
ME,1994,20260,188007,13063,1994_13063_2
ME,1994,19338,188007,13063,1994_13063_3
ME,1994,7163,188007,13063,1994_13063_4
ME,1994,12133,188007,13063,1994_13063_5
ME,1994,9924,188007,13063,1994_13063_6
MO,1994,41323,46989,13066,1994_13066_0
MO,1994,40509,129355,13068,1994_13068_0
MO,1994,33143,129355,13068,1994_13068_2
MO,1994,5901,129355,13068,1994_13068_3
MO,1994,810,129355,13068,1994_13068_4
MO,1994,18279,129355,13068,1994_13068_5
MO,1994,2680,129355,13068,1994_13068_6
MO,1994,11111,129355,13068,1994_13068_7
MO,1994,1138,129355,13068,1994_13068_8
MO,1994,20303,36338,13071,1994_13071_0
MO,1994,7432,36338,13071,1994_13071_2
MO,1994,136518,752884,13072,1994_13072_0
MO,1994,50075,752884,13072,1994_13072_1
MO,1994,13536,752884,13072,1994_13072_10
MO,1994,10515,752884,13072,1994_13072_11
MO,1994,0,752884,13072,1994_13072_13
MO,1994,30495,752884,13072,1994_13072_14
MO,1994,0,752884,13072,1994_13072_15
MO,1994,5011,752884,13072,1994_13072_16
MO,1994,8755,752884,13072,1994_13072_17
MO,1994,0,752884,13072,1994_13072_18
MO,1994,2679,752884,13072,1994_13072_19
MO,1994,234280,752884,13072,1994_13072_2
MO,1994,24005,752884,13072,1994_13072_20
MO,1994,0,752884,13072,1994_13072_22
MO,1994,26417,752884,13072,1994_13072_4
MO,1994,58179,752884,13072,1994_13072_6
MO,1994,32435,752884,13072,1994_13072_7
MO,1994,36462,752884,13072,1994_13072_8
LA,1994,69237,102828,13073,1994_13073_0
LA,1994,13191,102828,13073,1994_13073_1
LA,1994,11688,102828,13073,1994_13073_2
LA,1994,0,102828,13073,1994_13073_3
LA,1994,574,102828,13073,1994_13073_4
NJ,1994,72504,4686034,13074,1994_13074_0
NJ,1994,14101,4686034,13074,1994_13074_1
NJ,1994,78651,4686034,13074,1994_13074_10
NJ,1994,59435,4686034,13074,1994_13074_11
NJ,1994,55384,4686034,13074,1994_13074_12
NJ,1994,110739,4686034,13074,1994_13074_13
NJ,1994,27977,4686034,13074,1994_13074_14
NJ,1994,113031,4686034,13074,1994_13074_15
NJ,1994,44885,4686034,13074,1994_13074_16
NJ,1994,59105,4686034,13074,1994_13074_17
NJ,1994,26090,4686034,13074,1994_13074_18
NJ,1994,110830,4686034,13074,1994_13074_19
NJ,1994,77735,4686034,13074,1994_13074_2
NJ,1994,36488,4686034,13074,1994_13074_20
NJ,1994,39174,4686034,13074,1994_13074_21
NJ,1994,43500,4686034,13074,1994_13074_22
NJ,1994,35812,4686034,13074,1994_13074_23
NJ,1994,44387,4686034,13074,1994_13074_24
NJ,1994,68943,4686034,13074,1994_13074_25
NJ,1994,16517,4686034,13074,1994_13074_26
NJ,1994,135966,4686034,13074,1994_13074_27
NJ,1994,30854,4686034,13074,1994_13074_28
NJ,1994,36462,4686034,13074,1994_13074_29
NJ,1994,170507,4686034,13074,1994_13074_3
NJ,1994,0,4686034,13074,1994_13074_30
NJ,1994,248487,4686034,13074,1994_13074_31
NJ,1994,62382,4686034,13074,1994_13074_32
NJ,1994,31987,4686034,13074,1994_13074_33
NJ,1994,19148,4686034,13074,1994_13074_34
NJ,1994,30726,4686034,13074,1994_13074_35
NJ,1994,23079,4686034,13074,1994_13074_36
NJ,1994,26135,4686034,13074,1994_13074_37
NJ,1994,25551,4686034,13074,1994_13074_38
NJ,1994,51506,4686034,13074,1994_13074_39
NJ,1994,57150,4686034,13074,1994_13074_4
NJ,1994,22126,4686034,13074,1994_13074_40
NJ,1994,27055,4686034,13074,1994_13074_41
NJ,1994,25528,4686034,13074,1994_13074_42
NJ,1994,8222,4686034,13074,1994_13074_44
NJ,1994,40120,4686034,13074,1994_13074_45
NJ,1994,94942,4686034,13074,1994_13074_47
NJ,1994,53178,4686034,13074,1994_13074_48
NJ,1994,73559,4686034,13074,1994_13074_49
NJ,1994,85455,4686034,13074,1994_13074_5
NJ,1994,43592,4686034,13074,1994_13074_50
NJ,1994,28948,4686034,13074,1994_13074_51
NJ,1994,70018,4686034,13074,1994_13074_52
NJ,1994,131222,4686034,13074,1994_13074_53
NJ,1994,18707,4686034,13074,1994_13074_54
NJ,1994,37937,4686034,13074,1994_13074_55
NJ,1994,112267,4686034,13074,1994_13074_56
NJ,1994,14366,4686034,13074,1994_13074_57
NJ,1994,75080,4686034,13074,1994_13074_58
NJ,1994,51296,4686034,13074,1994_13074_59
NJ,1994,30312,4686034,13074,1994_13074_6
NJ,1994,64515,4686034,13074,1994_13074_60
NJ,1994,46731,4686034,13074,1994_13074_61
NJ,1994,188348,4686034,13074,1994_13074_62
NJ,1994,152347,4686034,13074,1994_13074_63
NJ,1994,24210,4686034,13074,1994_13074_64
NJ,1994,14427,4686034,13074,1994_13074_65
NJ,1994,63533,4686034,13074,1994_13074_66
NJ,1994,24789,4686034,13074,1994_13074_67
NJ,1994,31304,4686034,13074,1994_13074_68
NJ,1994,119658,4686034,13074,1994_13074_7
NJ,1994,17899,4686034,13074,1994_13074_70
NJ,1994,27381,4686034,13074,1994_13074_71
NJ,1994,79960,4686034,13074,1994_13074_8
NJ,1994,139849,4686034,13074,1994_13074_9
IL,1994,85752,112895,13080,1994_13080_0
IL,1994,7847,112895,13080,1994_13080_1
AR,1994,92116,173273,13081,1994_13081_0
AR,1994,4214,173273,13081,1994_13081_1
AR,1994,5305,173273,13081,1994_13081_2
AR,1994,23467,173273,13081,1994_13081_3
AR,1994,16919,173273,13081,1994_13081_4
AR,1994,8855,173273,13081,1994_13081_5
AR,1994,2906,173273,13081,1994_13081_6
AR,1994,54345,85330,13083,1994_13083_0
AR,1994,13818,85330,13083,1994_13083_1
AR,1994,7787,85330,13083,1994_13083_2
AR,1994,0,85330,13083,1994_13083_3
CO,1994,56351,115679,13084,1994_13084_0
CO,1994,6371,115679,13084,1994_13084_4
CO,1994,36151,115679,13084,1994_13084_5
CO,1994,1108,115679,13084,1994_13084_8
IN,1994,98384,312152,13085,1994_13085_0
IN,1994,13104,312152,13085,1994_13085_1
IN,1994,41589,312152,13085,1994_13085_10
IN,1994,7383,312152,13085,1994_13085_11
IN,1994,12088,312152,13085,1994_13085_12
IN,1994,0,312152,13085,1994_13085_14
IN,1994,44022,312152,13085,1994_13085_2
IN,1994,11848,312152,13085,1994_13085_3
IN,1994,9414,312152,13085,1994_13085_4
IN,1994,15744,312152,13085,1994_13085_5
IN,1994,4805,312152,13085,1994_13085_6
IN,1994,6857,312152,13085,1994_13085_7
IN,1994,1689,312152,13085,1994_13085_9
IN,1994,38321,613547,13093,1994_13093_0
IN,1994,28093,613547,13093,1994_13093_1
IN,1994,17877,613547,13093,1994_13093_10
IN,1994,29956,613547,13093,1994_13093_11
IN,1994,47715,613547,13093,1994_13093_12
IN,1994,46198,613547,13093,1994_13093_14
IN,1994,7097,613547,13093,1994_13093_18
IN,1994,22246,613547,13093,1994_13093_19
IN,1994,19784,613547,13093,1994_13093_2
IN,1994,14412,613547,13093,1994_13093_20
IN,1994,33461,613547,13093,1994_13093_21
IN,1994,13164,613547,13093,1994_13093_3
IN,1994,41249,613547,13093,1994_13093_5
IN,1994,38287,613547,13093,1994_13093_6
IN,1994,38993,613547,13093,1994_13093_8
IN,1994,41120,613547,13093,1994_13093_9
IN,1994,73439,391613,13094,1994_13094_0
IN,1994,28740,391613,13094,1994_13094_1
IN,1994,11173,391613,13094,1994_13094_10
IN,1994,20279,391613,13094,1994_13094_11
IN,1994,15005,391613,13094,1994_13094_12
IN,1994,23650,391613,13094,1994_13094_2
IN,1994,26466,391613,13094,1994_13094_3
IN,1994,27769,391613,13094,1994_13094_4
IN,1994,36490,391613,13094,1994_13094_5
IN,1994,28054,391613,13094,1994_13094_6
IN,1994,12412,391613,13094,1994_13094_7
IN,1994,13254,391613,13094,1994_13094_8
IN,1994,14835,391613,13094,1994_13094_9
IN,1994,80375,281721,13096,1994_13096_0
IN,1994,60192,281721,13096,1994_13096_10
IN,1994,0,281721,13096,1994_13096_11
IN,1994,13731,281721,13096,1994_13096_12
IN,1994,14230,281721,13096,1994_13096_13
IN,1994,7403,281721,13096,1994_13096_14
IN,1994,2039,281721,13096,1994_13096_15
IN,1994,24623,281721,13096,1994_13096_2
IN,1994,0,281721,13096,1994_13096_3
IN,1994,9446,281721,13096,1994_13096_4
IN,1994,7840,281721,13096,1994_13096_5
IN,1994,18988,281721,13096,1994_13096_7
IN,1994,5725,281721,13096,1994_13096_8
IN,1994,4989,281721,13096,1994_13096_9
IN,1994,83353,111523,13099,1994_13099_0
IN,1994,15389,111523,13099,1994_13099_1
FL,1994,257999,551336,130,1994_130_0
FL,1994,0,551336,130,1994_130_1
FL,1994,16160,551336,130,1994_130_10
FL,1994,24931,551336,130,1994_130_11
FL,1994,13327,551336,130,1994_130_13
FL,1994,28095,551336,130,1994_130_14
FL,1994,12803,551336,130,1994_130_15
FL,1994,11941,551336,130,1994_130_2
FL,1994,42366,551336,130,1994_130_3
FL,1994,22120,551336,130,1994_130_4
FL,1994,34554,551336,130,1994_130_5
IN,1994,105369,1181004,13100,1994_13100_0
IN,1994,34272,1181004,13100,1994_13100_1
IN,1994,10002,1181004,13100,1994_13100_10
IN,1994,33304,1181004,13100,1994_13100_11
IN,1994,6110,1181004,13100,1994_13100_12
IN,1994,61934,1181004,13100,1994_13100_13
IN,1994,19825,1181004,13100,1994_13100_14
IN,1994,366,1181004,13100,1994_13100_15
IN,1994,27751,1181004,13100,1994_13100_16
IN,1994,570,1181004,13100,1994_13100_17
IN,1994,25101,1181004,13100,1994_13100_18
IN,1994,30082,1181004,13100,1994_13100_19
IN,1994,27131,1181004,13100,1994_13100_2
IN,1994,15780,1181004,13100,1994_13100_22
IN,1994,20255,1181004,13100,1994_13100_23
IN,1994,11350,1181004,13100,1994_13100_24
IN,1994,32370,1181004,13100,1994_13100_25
IN,1994,18028,1181004,13100,1994_13100_26
IN,1994,90013,1181004,13100,1994_13100_27
IN,1994,21238,1181004,13100,1994_13100_28
IN,1994,19117,1181004,13100,1994_13100_29
IN,1994,22452,1181004,13100,1994_13100_3
IN,1994,0,1181004,13100,1994_13100_30
IN,1994,13102,1181004,13100,1994_13100_31
IN,1994,9879,1181004,13100,1994_13100_32
IN,1994,8338,1181004,13100,1994_13100_33
IN,1994,11272,1181004,13100,1994_13100_34
IN,1994,65559,1181004,13100,1994_13100_35
IN,1994,9542,1181004,13100,1994_13100_36
IN,1994,7256,1181004,13100,1994_13100_37
IN,1994,956,1181004,13100,1994_13100_38
IN,1994,8352,1181004,13100,1994_13100_39
IN,1994,69899,1181004,13100,1994_13100_4
IN,1994,4062,1181004,13100,1994_13100_40
IN,1994,6117,1181004,13100,1994_13100_41
IN,1994,488,1181004,13100,1994_13100_42
IN,1994,419,1181004,13100,1994_13100_43
IN,1994,0,1181004,13100,1994_13100_44
IN,1994,26505,1181004,13100,1994_13100_5
IN,1994,45496,1181004,13100,1994_13100_6
IN,1994,17701,1181004,13100,1994_13100_7
IN,1994,28257,1181004,13100,1994_13100_8
IN,1994,23250,1181004,13100,1994_13100_9
IN,1994,108732,465758,13102,1994_13102_0
IN,1994,13968,465758,13102,1994_13102_1
IN,1994,6020,465758,13102,1994_13102_10
IN,1994,5307,465758,13102,1994_13102_11
IN,1994,7641,465758,13102,1994_13102_12
IN,1994,4968,465758,13102,1994_13102_13
IN,1994,7108,465758,13102,1994_13102_14
IN,1994,18949,465758,13102,1994_13102_15
IN,1994,19562,465758,13102,1994_13102_16
IN,1994,6031,465758,13102,1994_13102_17
IN,1994,12039,465758,13102,1994_13102_18
IN,1994,9983,465758,13102,1994_13102_19
IN,1994,11991,465758,13102,1994_13102_2
IN,1994,13412,465758,13102,1994_13102_20
IN,1994,29116,465758,13102,1994_13102_21
IN,1994,16763,465758,13102,1994_13102_22
IN,1994,15382,465758,13102,1994_13102_24
IN,1994,0,465758,13102,1994_13102_3
IN,1994,5199,465758,13102,1994_13102_4
IN,1994,12712,465758,13102,1994_13102_5
IN,1994,10827,465758,13102,1994_13102_6
IN,1994,12175,465758,13102,1994_13102_7
IN,1994,8429,465758,13102,1994_13102_8
IN,1994,9340,465758,13102,1994_13102_9
IN,1994,26094,30644,13104,1994_13104_0
IN,1994,46259,171713,13107,1994_13107_0
IN,1994,9705,171713,13107,1994_13107_1
IN,1994,9977,171713,13107,1994_13107_10
IN,1994,10020,171713,13107,1994_13107_11
IN,1994,0,171713,13107,1994_13107_12
IN,1994,11011,171713,13107,1994_13107_2
IN,1994,7768,171713,13107,1994_13107_3
IN,1994,14274,171713,13107,1994_13107_4
IN,1994,10452,171713,13107,1994_13107_5
IN,1994,0,171713,13107,1994_13107_6
IN,1994,36014,171713,13107,1994_13107_8
IN,1994,112224,170436,13109,1994_13109_0
